J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-11-03,2025-01-22,Wednesday,16200,16300,15500,15880,15720,3608269,56730475410,269,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15871,15969,15185,15557,15401
1403-11-06,2025-01-25,Saturday,16180,16190,15750,16190,16140,2775418,44798677400,187,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15851,15861,15430,15861,15812
1403-11-07,2025-01-26,Sunday,16610,16620,15660,15660,15840,3826166,60613267400,278,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16272,16282,15342,15342,15518
1403-11-08,2025-01-27,Monday,15860,16260,15370,16220,15790,8450784,133396597150,450,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15538,15930,15058,15890,15469
1403-11-10,2025-01-29,Wednesday,15810,16250,15370,15500,15580,3734112,58162963950,322,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15489,15920,15058,15185,15263
1403-11-13,2025-02-01,Saturday,15480,15480,15120,15120,15130,3889795,58854014260,177,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15165,15165,14813,14813,14823
1403-11-14,2025-02-02,Sunday,14700,15070,14680,14680,14720,2698221,39711589370,209,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14401,14764,14382,14382,14421
1403-11-15,2025-02-03,Monday,14800,14950,14280,14400,14310,1926906,27571472230,160,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14499,14646,13990,14107,14019
1403-11-16,2025-02-04,Tuesday,14500,14730,14030,14400,14600,1929183,28162782760,129,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14205,14431,13745,14107,14303
1403-11-17,2025-02-05,Wednesday,14980,14980,14260,14490,14410,1841234,26537731330,130,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14676,14676,13970,14196,14117
1403-11-21,2025-02-09,Sunday,13980,14160,13980,13980,14000,2013984,28185862170,163,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13696,13872,13696,13696,13715
1403-11-23,2025-02-11,Tuesday,13610,13620,13580,13580,13800,683367,9283517080,49,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13333,13343,13304,13304,13520
1403-11-27,2025-02-15,Saturday,13390,13390,13390,13390,13790,41730,558764700,5,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13118,13118,13118,13118,13510
1404-03-07,2025-05-28,Wednesday,14200,14200,14200,14200,14100,1085036,15407511200,28,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13911,13911,13911,13911,13813
1404-03-10,2025-05-31,Saturday,14520,14520,14520,14520,14440,1159571,16836970920,71,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14225,14225,14225,14225,14147
1404-03-11,2025-06-01,Sunday,14870,14870,14870,14870,14870,1591064,23659121680,48,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14568,14568,14568,14568,14568
1404-03-12,2025-06-02,Monday,15310,15310,15310,15310,15080,679467,10402639770,52,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14999,14999,14999,14999,14774
1404-03-13,2025-06-03,Tuesday,15530,15530,15530,15530,15370,904634,14048966020,32,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15214,15214,15214,15214,15058
1404-03-17,2025-06-07,Saturday,15830,15830,15710,15830,15830,58432975,924972979250,1416,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15508,15508,15391,15508,15508
1404-03-18,2025-06-08,Sunday,15950,15980,15360,15360,15460,13055636,201786562390,661,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15626,15655,15048,15048,15146
1404-03-19,2025-06-09,Monday,15790,15920,15560,15810,15900,9768492,155316670710,521,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15469,15596,15244,15489,15577
1404-03-20,2025-06-10,Tuesday,16100,16370,15640,16370,16290,9046260,147394914050,537,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15773,16037,15322,16037,15959
